tract_id,week,count,city,state
53065941000,2020/4/27,4,47.730598,-117.560205
53065950100,2020/4/27,12,144.815304,-353.206767
53065950200,2020/4/27,10,97.08361099999999,-235.787792
53065950500,2020/4/27,10,97.076572,-235.80258
53065950600,2020/4/27,8,97.08361099999999,-235.787792
53065950800,2020/4/27,4,47.951819,-117.476617
53065950900,2020/4/27,4,47.710855,-117.056967
53065951100,2020/4/27,4,47.721084,-117.470169
53065951300,2020/4/27,22,239.863405,-587.485135
53065951400,2020/4/27,70,715.501974,-1761.8684419999997
53067010100,2020/4/27,19,188.14705600000002,-491.575419
53067010200,2020/4/27,16,188.205105,-491.537022
53067010300,2020/4/27,21,188.151192,-491.546409
53067010400,2020/4/27,28,235.340198,-613.973422
53067010510,2020/4/27,11,47.043508,-122.943026
53067010520,2020/4/27,31,329.277249,-860.369827
53067010600,2020/4/27,32,282.709571,-737.1355639999999
53067010700,2020/4/27,25,235.134789,-614.272141
53067010800,2020/4/27,40,470.917673,-1228.320705
53067010910,2020/4/27,80,800.2888960000002,-2088.0141070000004
53067010920,2020/4/27,22,235.03610500000002,-614.515083
53067011000,2020/4/27,34,375.405403,-979.8681389999999
53067011100,2020/4/27,22,235.267678,-614.6329830000001
53067011200,2020/4/27,24,282.379331,-736.786535
53067011300,2020/4/27,21,235.97163999999998,-611.357301
53067011410,2020/4/27,40,423.564694,-1104.67157
53067011420,2020/4/27,27,282.233213,-736.857802
53067011500,2020/4/27,16,188.43925,-490.84646299999997
53067011610,2020/4/27,36,424.64630199999993,-1104.461747
53067011621,2020/4/27,32,282.336634,-736.129067
53067011622,2020/4/27,10,93.986318,-245.590348
53067011623,2020/4/27,24,235.02943499999998,-614.195124
53067011624,2020/4/27,4,47.030473,-122.758968
53067011710,2020/4/27,38,423.25605199999995,-1105.669331
53067011720,2020/4/27,32,376.45895400000006,-983.086182
53067011810,2020/4/27,11,94.059437,-245.808956
53067011821,2020/4/27,8,94.002281,-245.709325
53067011822,2020/4/27,20,235.073086,-614.521033
53067011900,2020/4/27,27,282.403899,-733.551136
53067012000,2020/4/27,21,235.14933900000003,-614.533771
53067012100,2020/4/27,16,188.171297,-491.57462499999997
53067012211,2020/4/27,8,94.132478,-245.524218
53067012212,2020/4/27,24,282.511086,-736.4271620000001
53067012221,2020/4/27,4,47.159192,-122.61147
53067012222,2020/4/27,31,329.567071,-859.580942
53067012310,2020/4/27,36,376.400899,-982.215855
53067012320,2020/4/27,5,47.034901,-122.802941
53067012330,2020/4/27,12,141.182974,-368.175361
53067012411,2020/4/27,40,470.854386,-1225.36526
53067012412,2020/4/27,33,329.49670499999996,-857.792504
53067012420,2020/4/27,25,282.00597700000003,-736.53921
53067012510,2020/4/27,4,46.940386,-122.608059
53067012520,2020/4/27,19,188.007367,-490.982386
53067012530,2020/4/27,12,141.064557,-368.66154900000004
53067012610,2020/4/27,16,188.26161100000002,-491.288394
53067012710,2020/4/27,9,94.46025800000001,-245.466745
53067012720,2020/4/27,21,187.436207,-491.525629
53067012730,2020/4/27,8,94.031848,-243.434508
53069950100,2020/4/27,10,92.39845399999999,-246.40419500000002
53071920000,2020/4/27,35,369.88499,-952.91214
53071920100,2020/4/27,20,231.725654,-596.350175
53071920200,2020/4/27,24,276.294623,-710.2016309999999
53071920300,2020/4/27,38,368.31017700000007,-946.8908759999999
53071920500,2020/4/27,12,138.208304,-355.00479800000005
53071920600,2020/4/27,24,276.59519900000004,-709.746722
53071920701,2020/4/27,8,92.139945,-236.617152
53071920702,2020/4/27,34,322.385361,-828.378226
53071920801,2020/4/27,34,368.412777,-946.6960879999999
53071920802,2020/4/27,8,92.119846,-236.68302
53071920900,2020/4/27,61,552.7716690000001,-1419.970594
53073000100,2020/4/27,17,195.064845,-489.939425
53073000200,2020/4/27,48,584.738338,-1469.835733
53073000300,2020/4/27,25,292.693535,-734.9938279999999
53073000400,2020/4/27,38,389.363635,-979.607814
53073000501,2020/4/27,28,341.25698100000005,-857.298877
53073000502,2020/4/27,8,97.52392,-244.961842
53073000600,2020/4/27,12,143.787305,-364.288532
53073000700,2020/4/27,34,291.469277,-734.477977
