safegraph_place_id,X,Unnamed..0,visitor_home_cbgs,visitor_count,date,city,region,x,y,dist.meters.,area_square_feet
sg:3a43fa25500342089e527419d9627215,83998,442180,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.2813194,47.12402867,1088.770444,36098
sg:4097fd2abfb34e61a0ae1b875d4bc899,83997,36840,5.3025E+11,9,2020/4/27,Moses Lake,WA,-119.2813194,47.12402867,188.9873175,874170
sg:5db69dfd23a1469496639a3434281ccf,83996,405040,5.3025E+11,6,2020/4/27,Wenatchee,WA,-119.2813194,47.12402867,87251.61101,422845
sg:5f98fbdb2247451783d2e4536433d0f0,83995,241750,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.2813194,47.12402867,4208.071533,1010965
sg:67d52a6fd66b45fe933f6204738e33d3,83994,435327,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.2813194,47.12402867,2970.994195,1500912
sg:d03841de5f254f0abb28b9cf7cd47c85,83993,443688,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.2813194,47.12402867,1571.009254,48913
sg:f2c7f8ec1d234ce8b55619b5f2c8ba3d,83992,176730,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.2813194,47.12402867,888.3337368,40673
sg:f318f83f447a4b76b30760071bcf2cb5,83991,297327,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.2813194,47.12402867,1018.613815,167475
sg:2f0c2e31361247448a575af5bab58ded,48120,379991,5.3025E+11,6,2020/4/27,Moses Lake,WA,-119.3255428,47.09812714,994.0215456,3340700
sg:47e8032cfb9a4f9da292288d1c4dbc4f,48119,234268,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3255428,47.09812714,6339.508786,185884
sg:5f98fbdb2247451783d2e4536433d0f0,48118,241752,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3255428,47.09812714,1228.550104,1010965
sg:67d52a6fd66b45fe933f6204738e33d3,48117,435324,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3255428,47.09812714,4707.434083,1500912
sg:a816f98599704ccea304b57feb26fcfc,48116,379426,5.3025E+11,4,2020/4/27,Ellensburg,WA,-119.3255428,47.09812714,92374.46841,80544
sg:bea9e33e5eda46dfb2fa94b3f93d4ba2,48115,234578,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3255428,47.09812714,728.6510988,215279
sg:c104a922e6d94d37a43528702e298762,48114,196003,5.3025E+11,4,2020/4/27,Benton City,WA,-119.3255428,47.09812714,94454.67078,370242
sg:cdcc7c8040604bbb9413c18528ccce16,48113,386115,5.3025E+11,4,2020/4/27,Ephrata,WA,-119.3255428,47.09812714,28332.39261,1382969
sg:d03841de5f254f0abb28b9cf7cd47c85,48112,443687,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3255428,47.09812714,2891.451156,48913
sg:d3c8e348263f420488955bbee96eb343,48111,179858,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3255428,47.09812714,5406.982451,22524
sg:f8b6de72a1ee4e9cba1256ab9f794202,48110,236421,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3255428,47.09812714,5811.190354,152863
sg:44001044bf75494ab12b34484f715076,404870,298280,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3056694,47.11541933,500.349232,37292
sg:5f98fbdb2247451783d2e4536433d0f0,404869,241751,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.3056694,47.11541933,2602.583666,1010965
sg:2f0c2e31361247448a575af5bab58ded,231681,380003,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.6009221,47.24809069,25841.0299,3340700
sg:4dfe571038974c77abf87c2010eac8a7,231680,185198,5.3025E+11,4,2020/4/27,Ephrata,WA,-119.6009221,47.24809069,8138.350766,133076
sg:57bd9d939b154caca2f2d488ec3b35c2,231679,270570,5.3025E+11,4,2020/4/27,Ephrata,WA,-119.6009221,47.24809069,9163.777863,233979
sg:cdcc7c8040604bbb9413c18528ccce16,231678,386120,5.3025E+11,4,2020/4/27,Ephrata,WA,-119.6009221,47.24809069,4552.224259,1382969
sg:2f0c2e31361247448a575af5bab58ded,84003,379993,5.3025E+11,5,2020/4/27,Moses Lake,WA,-119.5001442,47.12897224,13097.40759,3340700
sg:999708ad54b34ba89e336896a3c376ac,84002,122685,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.5001442,47.12897224,15092.44328,46771
sg:cdcc7c8040604bbb9413c18528ccce16,84001,386118,5.3025E+11,4,2020/4/27,Ephrata,WA,-119.5001442,47.12897224,18430.29995,1382969
sg:f318f83f447a4b76b30760071bcf2cb5,84000,297328,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.5001442,47.12897224,17234.90532,167475
sg:2f0c2e31361247448a575af5bab58ded,303600,379999,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.0286604,46.94155892,29377.17513,3340700
sg:47e8032cfb9a4f9da292288d1c4dbc4f,303599,234270,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.0286604,46.94155892,30022.45588,185884
sg:739a532adad74624af69ffd369b80ba5,303598,355763,5.3025E+11,4,2020/4/27,Warden,WA,-119.0286604,46.94155892,2915.050534,97728
sg:999708ad54b34ba89e336896a3c376ac,303597,122686,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.0286604,46.94155892,27723.37945,46771
sg:b0a3ebe9d08d4b6985d8be8f4ebe6d8c,303596,300312,5.3025E+11,4,2020/4/27,Othello,WA,-119.0286604,46.94155892,16796.16271,42466
sg:5f98fbdb2247451783d2e4536433d0f0,404871,241753,5.3025E+11,4,2020/4/27,Moses Lake,WA,-119.4196917,46.91641907,21214.79431,1010965
sg:2f90a6df992c471ea565413913f6b798,431992,216316,5.3025E+11,9,2020/4/27,Mattawa,WA,-119.8615273,46.76502455,4587.871149,330257
sg:1f6b304de0774570a2c446860ae305c2,113320,204231,5.3027E+11,4,2020/4/27,Seattle,WA,-124.1119206,46.99656962,121867.3696,3868893
sg:ed4fe9091c6b41069906f12197a16fa5,113319,305509,5.3027E+11,4,2020/4/27,Ocean Shores,WA,-124.1119206,46.99656962,4147.311703,168178
sg:cc992e8abf144ea6bb61399fac8d4cea,234528,45782,5.3027E+11,5,2020/4/27,Olympia,WA,-124.1130709,47.06621264,91887.98347,2518
sg:2945fa91e9eb4f05a609270a8454ef6a,322586,14659,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.768558,47.16749738,21290.00762,19032
sg:a6dd0add37884f929a06f4e8014560af,322585,17019,5.3027E+11,4,2020/4/27,Hoquiam,WA,-123.768558,47.16749738,23467.1687,7186
sg:35115790fea34890bda0afde27bb8188,373295,122382,5.3027E+11,4,2020/4/27,Montesano,WA,-123.6107247,46.98597204,16653.49727,35848
sg:7f25bf14832c4dc080ca3c6289c68835,373294,238654,5.3027E+11,6,2020/4/27,Montesano,WA,-123.6107247,46.98597204,621.6215462,172302
sg:834f0a676ddc437b926120fbae4589c8,373293,115278,5.3027E+11,4,2020/4/27,Montesano,WA,-123.6107247,46.98597204,554.9590645,2597
sg:2945fa91e9eb4f05a609270a8454ef6a,309184,14658,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.5953983,46.98074219,17698.74503,19032
sg:add88841394f40988d4dc952e9942726,309183,285016,5.3027E+11,6,2020/4/27,Aberdeen,WA,-123.5953983,46.98074219,16932.48857,2232961
sg:f629f4f0dfd74514972a8e77113b0b51,65269,8290,5.3027E+11,4,2020/4/27,Montesano,WA,-123.5948921,46.98566176,728.2596787,134674
sg:7f25bf14832c4dc080ca3c6289c68835,65271,238655,5.3027E+11,5,2020/4/27,Montesano,WA,-123.5429774,46.97767989,4628.801875,172302
sg:f629f4f0dfd74514972a8e77113b0b51,65270,8291,5.3027E+11,4,2020/4/27,Montesano,WA,-123.5429774,46.97767989,3536.781429,134674
sg:4f73cbda1b964faaacddf487e5c0fcf4,65268,123290,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.5825119,47.19278716,29572.72316,562843
sg:7f25bf14832c4dc080ca3c6289c68835,65267,238656,5.3027E+11,4,2020/4/27,Montesano,WA,-123.5825119,47.19278716,23274.57658,172302
sg:f629f4f0dfd74514972a8e77113b0b51,65266,8289,5.3027E+11,7,2020/4/27,Montesano,WA,-123.5825119,47.19278716,23623.24209,134674
sg:6b40f0abd83f43a2a00e9546d4662625,395321,223132,5.3027E+11,4,2020/4/27,Montesano,WA,-123.4055688,47.00381354,597.8901272,350458
sg:6b40f0abd83f43a2a00e9546d4662625,297961,223131,5.3027E+11,4,2020/4/27,Montesano,WA,-123.4098059,47.01091614,303.3790608,350458
sg:b3a0732ebb4c44ce855acd7fc7ed5a5e,297960,408857,5.3027E+11,4,2020/4/27,Montesano,WA,-123.4098059,47.01091614,355.9571649,175585
sg:e4ecf52be4de4879bfabd325076824be,154497,75778,5.3027E+11,4,2020/4/27,Olympia,WA,-123.4309557,47.04618413,37080.05516,1736372
sg:35115790fea34890bda0afde27bb8188,431048,122381,5.3027E+11,4,2020/4/27,Montesano,WA,-123.3596547,47.0085237,2606.729207,35848
sg:4f73cbda1b964faaacddf487e5c0fcf4,385940,123288,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.3097688,47.05067425,39634.2768,562843
sg:75d64ebb68d14fc587f1a6a2aee5ee7c,385939,65805,5.3027E+11,4,2020/4/27,Olympia,WA,-123.3097688,47.05067425,39811.08718,492637
sg:6b40f0abd83f43a2a00e9546d4662625,395322,223133,5.3027E+11,4,2020/4/27,Montesano,WA,-123.2505784,47.035572,12505.57808,350458
sg:6b40f0abd83f43a2a00e9546d4662625,297963,223130,5.3027E+11,5,2020/4/27,Montesano,WA,-123.3165159,46.93913361,10473.0842,350458
sg:b3a0732ebb4c44ce855acd7fc7ed5a5e,297962,408858,5.3027E+11,4,2020/4/27,Montesano,WA,-123.3165159,46.93913361,10570.93988,175585
sg:4f73cbda1b964faaacddf487e5c0fcf4,416473,123287,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.7150395,46.97357356,8164.55889,562843
sg:7f25bf14832c4dc080ca3c6289c68835,377492,238658,5.3027E+11,4,2020/4/27,Montesano,WA,-123.7139764,46.99304979,8493.244018,172302
sg:7f25bf14832c4dc080ca3c6289c68835,65274,238657,5.3027E+11,4,2020/4/27,Montesano,WA,-123.6956896,46.95406176,7785.91403,172302
sg:bdfac5a5b868411a86d75d2fcbafada7,65273,13256,5.3027E+11,4,2020/4/27,Tumwater,WA,-123.6956896,46.95406176,59069.57402,836474
sg:f629f4f0dfd74514972a8e77113b0b51,65272,8292,5.3027E+11,4,2020/4/27,Montesano,WA,-123.6956896,46.95406176,8607.799788,134674
sg:12d4acb151c340edb34840970af7ed3f,416470,232314,5.3027E+11,4,2020/4/27,Shelton,WA,-123.8368647,46.95363613,62086.29006,27633
sg:4138e64b803042f387b8c55ea6e94711,416469,190453,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.8368647,46.95363613,1936.788596,92483
sg:4f73cbda1b964faaacddf487e5c0fcf4,416468,123283,5.3027E+11,5,2020/4/27,Aberdeen,WA,-123.8368647,46.95363613,3441.329628,562843
sg:708d7385de2c4484b005d1ae519e2b6e,391080,30083,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.8062603,46.96655438,1105.072204,877329
sg:48a3b1b87a4a4f29be2f423b5be84ca5,391079,119511,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.7994801,46.96878458,683.3246817,1821
sg:708d7385de2c4484b005d1ae519e2b6e,391078,30082,5.3027E+11,6,2020/4/27,Aberdeen,WA,-123.7994801,46.96878458,661.3393435,877329
sg:c5bace793b5445dc88af971d5e78e497,255364,396245,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.7860061,46.96956162,1359.997521,72710
sg:49be90ec70d044cf9db6e2d9aaf9d70f,255363,33347,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.769845,46.95191496,259.9256048,745498
sg:c1df76a97eef41ad98a5b005c6be0766,255362,377662,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.769845,46.95191496,1284.662355,1624562
sg:c5bace793b5445dc88af971d5e78e497,255361,396244,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.769845,46.95191496,957.4175546,72710
sg:180bfdc63ee84878b34842b29f389391,255360,393611,5.3027E+11,4,2020/4/27,Seattle,WA,-123.7777913,46.94130157,108944.3367,609934
sg:4f73cbda1b964faaacddf487e5c0fcf4,255359,123281,5.3027E+11,7,2020/4/27,Aberdeen,WA,-123.7777913,46.94130157,5683.468679,562843
sg:c1df76a97eef41ad98a5b005c6be0766,255358,377663,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.7777913,46.94130157,1161.675266,1624562
sg:c5bace793b5445dc88af971d5e78e497,255357,396243,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.7777913,46.94130157,2019.257711,72710
sg:6a0f97b31fd1400f9e728b071c86875f,396340,149661,5.3027E+11,5,2020/4/27,Aberdeen,WA,-123.823109,46.97186045,7168.075114,688235
sg:4f73cbda1b964faaacddf487e5c0fcf4,309186,123291,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.80998,46.98280666,876.7703609,562843
sg:add88841394f40988d4dc952e9942726,309185,285017,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.80998,46.98280666,1650.543058,2232961
sg:4f73cbda1b964faaacddf487e5c0fcf4,416471,123285,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.8256777,46.98005434,436.6999679,562843
sg:4f73cbda1b964faaacddf487e5c0fcf4,322545,123282,5.3027E+11,6,2020/4/27,Aberdeen,WA,-123.8173662,46.98267788,314.9091094,562843
sg:a6e3de8ce2c146b4b5141972f504874a,322544,57596,5.3027E+11,4,2020/4/27,Montesano,WA,-123.8173662,46.98267788,10191.79017,1117
sg:8da429b7440b47e9b7c69b72264d0040,361546,47365,5.3027E+11,4,2020/4/27,Olympia,WA,-123.842988,46.97555748,71036.0967,72712
sg:4f73cbda1b964faaacddf487e5c0fcf4,416472,123286,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.83548,46.97038897,1737.682342,562843
sg:07a9248612a0472b9c772f210cad0ffe,322589,181831,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.8697549,46.98304547,614.9283222,138260
sg:6a0f97b31fd1400f9e728b071c86875f,322588,149663,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.8697549,46.98304547,3517.870498,688235
sg:a6dd0add37884f929a06f4e8014560af,322587,17021,5.3027E+11,4,2020/4/27,Hoquiam,WA,-123.8697549,46.98304547,3367.386706,7186
sg:19bf0ef047fe4508a3cfd6c369e15ba6,374886,15738,5.3027E+11,4,2020/4/27,Ilwaco,WA,-123.8919557,46.98720191,79109.09769,49691107
sg:7f25bf14832c4dc080ca3c6289c68835,374885,238653,5.3027E+11,6,2020/4/27,Montesano,WA,-123.8919557,46.98720191,21975.73687,172302
sg:81c6c529d3514c4faf16c3cef3bed60b,374884,339259,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.8919557,46.98720191,83.40446784,609864
sg:a6dd0add37884f929a06f4e8014560af,322584,17018,5.3027E+11,6,2020/4/27,Hoquiam,WA,-123.9034709,47.02179447,4578.847292,7186
sg:07a9248612a0472b9c772f210cad0ffe,34207,181830,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.9741145,46.97385076,7481.972833,138260
sg:6a0f97b31fd1400f9e728b071c86875f,34206,149662,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.9741145,46.97385076,4529.214315,688235
sg:8564e55d90a2447ea341890f01effc91,34205,389345,5.3027E+11,4,2020/4/27,Seattle,WA,-123.9741145,46.97385076,157650.0507,590233
sg:a6dd0add37884f929a06f4e8014560af,34204,17020,5.3027E+11,4,2020/4/27,Hoquiam,WA,-123.9741145,46.97385076,4651.840694,7186
sg:ce0f1dde52e8449aa78e1883549ba72e,34203,79077,5.3027E+11,4,2020/4/27,Ocean Shores,WA,-123.9741145,46.97385076,14775.9092,2570
sg:faed1f36c64c453ab9a787696d602694,34202,448759,5.3027E+11,4,2020/4/27,Aberdeen,WA,-123.9741145,46.97385076,6800.45967,13090
sg:7b81b16f76da4c7d80cc4adc628468e3,380521,127065,5.3027E+11,4,2020/4/27,Cle Elum,WA,-124.1089222,46.90474105,242631.1668,28684
sg:5f5174e2ff504cfcbb9e4d0d23bd1671,233103,301854,5.303E+11,4,2020/4/27,Mount Vernon,WA,-122.654005,48.38186982,24379.31992,1232781
sg:5f9ae3d8f7b04ea19d5735e90e50e110,233102,59168,5.303E+11,4,2020/4/27,Mount Vernon,WA,-122.654005,48.38186982,33375.32812,106140
sg:cd39da68faca4a56b2d5ba1bbb12c88c,233101,102937,5.303E+11,4,2020/4/27,Anacortes,WA,-122.654005,48.38186982,15290.09921,74178
sg:a410d6496bed4766be4825f163751edc,327845,307215,5.303E+11,4,2020/4/27,Anacortes,WA,-122.611389,48.38895245,6149.012149,6506872
sg:2bee2d58e6724194bede7fe6d8f0f14b,435083,198330,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6686515,48.33912791,6098.748531,1407986
sg:4bb5853cf92846a8b0d81c9f67846ce5,418956,250261,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6026415,48.32425013,4714.23733,161043
sg:88721dceefb94f2990ad788815df2c9a,233088,105607,5.303E+11,4,2020/4/27,Marysville,WA,-122.5989056,48.34952039,45856.35244,249859
sg:cd39da68faca4a56b2d5ba1bbb12c88c,233087,102934,5.303E+11,4,2020/4/27,Anacortes,WA,-122.5989056,48.34952039,18823.05495,74178
sg:1f0265bb13d444e38f42c4c2c9aff271,427359,359559,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.5372769,48.30916909,9318.539773,14882
sg:2bee2d58e6724194bede7fe6d8f0f14b,427358,198334,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.5372769,48.30916909,9150.336438,1407986
sg:3c81399d5c3040639421e6c30a777388,427357,185065,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.5372769,48.30916909,8535.12902,90033
sg:2bee2d58e6724194bede7fe6d8f0f14b,435084,198333,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6437726,48.31664797,3616.895415,1407986
sg:1f0265bb13d444e38f42c4c2c9aff271,265043,359554,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6731458,48.3169595,3560.283498,14882
sg:2bee2d58e6724194bede7fe6d8f0f14b,265042,198327,5.303E+11,7,2020/4/27,Oak Harbor,WA,-122.6731458,48.3169595,3793.247819,1407986
sg:3de6e34c81fc480298ff91c1dc8c8153,265041,410926,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6731458,48.3169595,4076.11587,1748728
sg:4ef8930fb3694db5a7dcdb695783cacc,265040,193241,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6731458,48.3169595,2512.514467,5639812
sg:633b002ff66846bbba423e90e5d986a2,265039,361510,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6731458,48.3169595,952.1748106,33146
sg:8e6a6744e9014884b69179d0c64c2310,265038,97876,5.303E+11,4,2020/4/27,Anacortes,WA,-122.6731458,48.3169595,23056.37202,22275
sg:c1e1e8ca7890427d973cb4b7a28350af,265037,64945,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6731458,48.3169595,3122.309088,44160
sg:1f0265bb13d444e38f42c4c2c9aff271,251245,359560,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6958142,48.30203628,3280.196888,14882
sg:2bee2d58e6724194bede7fe6d8f0f14b,251244,198331,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6958142,48.30203628,3559.773613,1407986
sg:3c81399d5c3040639421e6c30a777388,251243,185066,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6958142,48.30203628,3953.987926,90033
sg:c721d787f7d849eebb36bcb156fc3af5,251242,149905,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6958142,48.30203628,3668.843218,284548
sg:15e0597619404d29acff48234fed418e,426732,79335,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.7104782,48.29049266,2243.753586,53124
sg:1f0265bb13d444e38f42c4c2c9aff271,426731,359553,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.7104782,48.29049266,3904.087337,14882
sg:3de6e34c81fc480298ff91c1dc8c8153,426730,410921,5.303E+11,8,2020/4/27,Oak Harbor,WA,-122.7104782,48.29049266,2290.333186,1748728
sg:2bee2d58e6724194bede7fe6d8f0f14b,426734,198329,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6943379,48.27294949,3201.806999,1407986
sg:3de6e34c81fc480298ff91c1dc8c8153,426733,410923,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6943379,48.27294949,1213.959522,1748728
sg:15e0597619404d29acff48234fed418e,426737,79333,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6648985,48.25647071,3309.369844,53124
sg:2bee2d58e6724194bede7fe6d8f0f14b,426736,198332,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6648985,48.25647071,3255.907992,1407986
sg:3de6e34c81fc480298ff91c1dc8c8153,426735,410924,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6648985,48.25647071,3037.351676,1748728
sg:1f0265bb13d444e38f42c4c2c9aff271,425906,359563,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.7364291,48.27346689,5984.947566,14882
sg:3f5f00a86f8240a59237bfa7a3d5cb9e,425905,404920,5.303E+11,4,2020/4/27,Seattle,WA,-122.7364291,48.27346689,48347.43127,1600328
sg:1f0265bb13d444e38f42c4c2c9aff271,263866,359557,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6670421,48.30445376,2097.845681,14882
sg:2bee2d58e6724194bede7fe6d8f0f14b,263865,198347,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6670421,48.30445376,2333.157348,1407986
sg:3c81399d5c3040639421e6c30a777388,263864,185067,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6670421,48.30445376,2415.863589,90033
sg:4ef8930fb3694db5a7dcdb695783cacc,263863,193239,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6670421,48.30445376,3107.895793,5639812
sg:c27e7d2a2c4945b1a487d9f2cd1f9857,263862,80889,5.303E+11,5,2020/4/27,Oak Harbor,WA,-122.6670421,48.30445376,346.1572162,35297
sg:2bee2d58e6724194bede7fe6d8f0f14b,263868,198349,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6644379,48.30129783,1935.823338,1407986
sg:c27e7d2a2c4945b1a487d9f2cd1f9857,263867,80890,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6644379,48.30129783,477.0262016,35297
sg:2bee2d58e6724194bede7fe6d8f0f14b,228066,198346,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6535276,48.30144348,1829.979533,1407986
sg:cf4ec954a5dd46fb9c472981173fa099,228065,355206,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6535276,48.30144348,245.5497099,123078
sg:269df99568db479589ad9e58b8f4d92f,432072,374951,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6653672,48.29583957,1664.495695,63345
sg:32abda530d1446d08ad9e5441cd7379e,432071,24973,5.303E+11,5,2020/4/27,Coupeville,WA,-122.6653672,48.29583957,10322.83115,6813
sg:05cdf6747ed74137bf20e0f76d908dfc,448738,240466,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6705115,48.28824996,264.7749847,62986
sg:1de6e4ea85714d79853975e632d9951a,435089,193950,5.303E+11,4,2020/4/27,Anacortes,WA,-122.6487909,48.29673799,22398.47228,9065804
sg:2bee2d58e6724194bede7fe6d8f0f14b,435088,198345,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6487909,48.29673799,1386.126371,1407986
sg:269df99568db479589ad9e58b8f4d92f,437363,374950,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6559294,48.28460081,1057.940862,63345
sg:1f0265bb13d444e38f42c4c2c9aff271,265036,359555,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.636926,48.30578728,2660.148451,14882
sg:2bee2d58e6724194bede7fe6d8f0f14b,265035,198343,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.636926,48.30578728,2676.655181,1407986
sg:4ef8930fb3694db5a7dcdb695783cacc,265034,193245,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.636926,48.30578728,5243.462802,5639812
sg:c1e1e8ca7890427d973cb4b7a28350af,265033,64944,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.636926,48.30578728,259.9154419,44160
sg:1f0265bb13d444e38f42c4c2c9aff271,416830,359558,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6398487,48.2952379,1670.961044,14882
sg:4ef8930fb3694db5a7dcdb695783cacc,416829,193243,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6398487,48.2952379,5358.519159,5639812
sg:1de6e4ea85714d79853975e632d9951a,440586,193949,5.303E+11,4,2020/4/27,Anacortes,WA,-122.6313374,48.27876012,24593.32338,9065804
sg:2bee2d58e6724194bede7fe6d8f0f14b,251249,198338,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.629782,48.29703535,2309.687957,1407986
sg:32abda530d1446d08ad9e5441cd7379e,251248,24974,5.303E+11,4,2020/4/27,Coupeville,WA,-122.629782,48.29703535,12449.13967,6813
sg:be57d2fd067041a6aef7cc4c82290f0f,251247,38336,5.303E+11,4,2020/4/27,Anacortes,WA,-122.629782,48.29703535,13922.67748,52787316
sg:c721d787f7d849eebb36bcb156fc3af5,251246,149906,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.629782,48.29703535,1269.533042,284548
sg:1f0265bb13d444e38f42c4c2c9aff271,435087,359556,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.5822928,48.29568531,5724.151838,14882
sg:2bee2d58e6724194bede7fe6d8f0f14b,435086,198340,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.5822928,48.29568531,5536.7007,1407986
sg:1f0265bb13d444e38f42c4c2c9aff271,327844,359562,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.6641934,48.21616967,7836.697885,14882
sg:a410d6496bed4766be4825f163751edc,327843,307214,5.303E+11,4,2020/4/27,Anacortes,WA,-122.6641934,48.21616967,23426.46554,6506872
sg:1f0265bb13d444e38f42c4c2c9aff271,440254,359561,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.7053978,48.23549405,6669.886491,14882
sg:0d553cbb10be4d0f8eef5aabe8f60c36,327852,439054,5.303E+11,4,2020/4/27,Seattle,WA,-122.7428854,48.23040671,71286.11903,12598200
sg:2bee2d58e6724194bede7fe6d8f0f14b,327851,198335,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.7428854,48.23040671,8904.956215,1407986
sg:3c81399d5c3040639421e6c30a777388,327850,185064,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.7428854,48.23040671,9483.993676,90033
sg:3de6e34c81fc480298ff91c1dc8c8153,327849,410925,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.7428854,48.23040671,7156.543426,1748728
sg:4ef8930fb3694db5a7dcdb695783cacc,327848,193244,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.7428854,48.23040671,9632.335884,5639812
sg:50b84c39f3a2457384bf1ab8f8710cbc,327847,238440,5.303E+11,4,2020/4/27,Oak Harbor,WA,-122.7428854,48.23040671,11793.55568,81061
sg:a410d6496bed4766be4825f163751edc,327846,307216,5.303E+11,4,2020/4/27,Anacortes,WA,-122.7428854,48.23040671,22460.53382,6506872
